source,judge,advocate,ruling_title,chamber,ruling_name,ruling_type,ruling_content,case_label,ecli,lodge_date,document_date,country,main_subject
62015CO0613,Levits,Szpunar,Order of the Court (Tenth Chamber) of 17 March 2016,Tenth Chamber,Ibercaja Banco SAU v José Cortés González,Request for a preliminary ruling from the Juzgado de Primera Instancia n° 5 de Alcobendas,Reference for a preliminary ruling — Directive 93/13/EEC — Unfair terms in consumer contracts — Mortgage loans — Term relating to default interest — Early repayment term — Power of the national court — Time limit,Case C-613/15,ECLI identifier: ECLI:EU:C:2016:195,20/11/2015,17/03/2016,Spain,RAPL
62014CO0090,Levits,Wahl,Order of the Court (Sixth Chamber) of 8 July 2015,Sixth Chamber,Banco Grupo Cajatres SA v María Mercedes Manjón Pinilla and Comunidad Hereditaria formada al fallecimiento de D,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-90/14,ECLI identifier: ECLI:EU:C:2015:465,24/02/2014,8/7/2015,Spain,RAPL
62013CO0602,Levits,Wahl,Order of the Court (Sixth Chamber) of 11 June 2015,Sixth Chamber,Banco Bilbao Vizcaya Argentaria; SA v Fernando Quintano Ujeta and María Isabel Sánchez García,Request for a preliminary ruling from the Juzgado de Primera Instancia,Reference for a preliminary ruling — Directive 93/13/EEC — Contractual relationship between a seller or a supplier and a consumer — Mortgage contract — Default interest clause — Early repayment clause — Mortgage enforcement proceedings — Moderation of the amount of interest — Powers of the national court),Case C-602/13,ECLI identifier: ECLI:EU:C:2015:397,25/11/2013,11/6/2015,Spain,RAPL
62014CO0092,Levits,Kokott,Order of the Court (Sixth Chamber); 3 July 2014,Sixth Chamber,Liliana Tudoran and Others v SC Suport Colect SRL,Request for a preliminary ruling from the Judecătoria Câmpulung,Reference for a preliminary ruling — Directives 93/13/EEC and 2008/48/EC — Application ratione temporis and ratione materiae — Events occurring prior to the accession of Romania to the European Union — Charter of Fundamental Rights of the European Union — Lack of implementation of EU Law — Manifest lack of jurisdiction — Articles 49 TFEU and 56 TFEU — Manifest inadmissibility,Case C‑92/14,ECLI identifier: ECLI:EU:C:2014:2051,25/02/2014,3/7/2014,Romania,RAPL
62014CO0169,Levits,Wahl,Order of the President of the Court of 5 June 2014,,  Juan Carlos Sánchez Morcillo and María del Carmen Abril García v Banco Bilbao Vizcaya Argentaria SA,  Reference for a preliminary ruling: Audiencia Provincial de Castellón - Spain,  Expedited procedure,  Case C-169/14,ECLI identifier: ECLI:EU:C:2014:1388,7/4/2014,5/6/2014,Spain,RAPL
62011CO0038,Levits,Mengozzi,Order of the Court (Fifth Chamber) of 18 June 2012,Fifth Chamber,Amorim Energia BV v Ministério das Finanças e da Administração Pública,Reference for a preliminary ruling — Supremo Tribunal Administrativo — Interpretation of Articles 63 TFEU and 65 TFEU — National legislation subjecting dividends distributed to non-resident companies to tax rules less favourable than those applied to dividends distributed to resident companies — Non-resident companies required to have held shares for a longer minimum period and to possess a larger minimum holding,The first subparagraph of Article 104(3) of the Rules of Procedure — Articles 49 TFEU and 54 TFEU — Articles 63 TFEU and 65 TFEU — Directive 90/435/EEC — Article 3(2) — Tax legislation — Corporation tax — Taxation of dividends — Withholding tax — Exemption — Minimum holding in the company distributing dividends — Conditions — Minimum period of uninterrupted share ownership –Conditions — Resident and non-resident recipient companies — Different treatment,Case C‑38/11,ECLI identifier: ECLI:EU:C:2012:358,28/01/2011,18/06/2012,Portugal,RAPL
62007CO0439,Levits,Trstenjak,Order of the Court (Fifth Chamber) of 4 June 2009,Fifth Chamber,Belgische Staat v KBC Bank NV (C-439/07) and Beleggen; Risicokapitaal; Beheer NV v Belgische Staat (C-499/07),References for a preliminary ruling: Hof van Beroep te Brussel and Rechtbank van eerste aanleg te Brugge - Belgium,Article 104(3); first subparagraph; of the Rules of Procedure - Articles 43 EC and 56 EC - Directive 90/435/EEC -Article 4(1) -National legislation designed to prevent double taxation of distributed profits - Deduction of the amount of dividends received from a parent company's basis of assessment only in so far as it has made taxable profits,Joined cases C-439/07 and C-499/07,ECLI identifier: ECLI:EU:C:2009:339,24/09/2007,4/6/2009,Belgium,RAPL
62007CO0073,Levits,Kokott,Order of the President of the Court of 12 September 2007,,  Tietosuojavaltuutettu v Satakunnan Markkinapörssi Oy and Satamedia Oy,  Reference for a preliminary ruling: Korkein hallinto-oikeus - Finland,  Reference for a preliminary ruling - Application for leave to intervene - Inadmissibility,  Case C-73/07,ECLI identifier: ECLI:EU:C:2007:507,8/2/2007,12/9/2007,Finland,RAPL
62006CO0438,Levits,Mazák,Order of the Court (Fifth Chamber) of 23 May 2007,Fifth Chamber,  Otmar Greser v Bundesagentur für Arbeit,  Reference for a preliminary ruling: Sozialgericht Würzburg - Germany,  Preliminary reference -Manifest inadmissibility,  Case C-438/06,ECLI identifier: ECLI:EU:C:2007:294,24/10/2006,23/05/2007,Germany,SESO
62012CO0535,Levits,Mengozzi,Order of the Court (Sixth Chamber) of 6 June 2013,Sixth Chamber,  Rafael Faet Oltra v European Ombudsman,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-535/12 P,ECLI identifier: ECLI:EU:C:2013:373,23/11/2012,6/6/2013,Spain,SOPO
62012CO0194,Levits,Bot,Order of the Court (Sixth Chamber) of 21 February 2013,Sixth Chamber,  Concepción Maestre García v Centros Comerciales Carrefour SA,  Reference for a preliminary ruling: Juzgado de lo Social de Benidorm - Spain,  Article 99 of the Rules of Procedure - Directive 2003/88/EC - Organisation of working time - Entitlement to paid annual leave - Annual leave scheduled by the undertaking coinciding with sick leave - Entitlement to take annual leave at another time - Allowance in lieu of annual leave not taken,  Case C-194/12,ECLI identifier: ECLI:EU:C:2013:102,26/04/2012,21/02/2013,Spain,SOPO
62009CO0519,Levits,Trstenjak,Order of the Court (Fifth Chamber) of 7 April 2011,Fifth Chamber,  Dieter May v AOK Rheinland/Hamburg - Die Gesundheitskasse,  Reference for a preliminary ruling: Arbeitsgericht Wuppertal - Germany,  Article 104(3); first subparagraph; of the Rules of Procedure - Social policy - Organisation of working time - Directive 2003/88/EC - Scope ratione personae - Annual leave coinciding with sick leave - Compensation payment in respect of sickness - Concept of worker - Employees subject to the regulations concerning annual leave of public servants ('Dienstordnungsangestellte'),  Case C-519/09,ECLI identifier: ECLI:EU:C:2011:221,14/12/2009,7/4/2011,Germany,SOPO
62008CO0517,Lindh,Trstenjak,Order of the Court (Second Chamber) of 15 April 2010,Second Chamber,  Makhteshim-Agan Holding BV and Others v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-517/08 P,ECLI identifier: ECLI:EU:C:2010:190,19/11/2008,15/04/2010,Greece; Germany; Netherlands; Spain,AGRI
62007CO0479,Lindh,Trstenjak,Order of the President of the Court of 28 February 2008,,  French Republic v Council of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-479/07 R,ECLI identifier: ECLI:EU:C:2008:137,5/10/2007,28/02/2008,France,AGRI
62010CO0451,Lindh,Mazák,Order of the Court (Sixth Chamber) of 9 June 2011,Sixth Chamber,  Télévision française 1 SA (TF1) v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-451/10 P,ECLI identifier: ECLI:EU:C:2011:384,13/09/2010,9/6/2011,France,CONC
62008CO0517,Lindh,Trstenjak,Order of the Court (Second Chamber) of 15 April 2010,Second Chamber,  Makhteshim-Agan Holding BV and Others v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-517/08 P,ECLI identifier: ECLI:EU:C:2010:190,19/11/2008,15/04/2010,Greece; Germany; Netherlands; Spain,ENV
62006CO0505,Lindh,Trstenjak,Order of the Court (Seventh Chamber) of 7 December 2007,Seventh Chamber,Agenzia Dogane Circoscrizione Doganale di Genova v Euricom SpA,Reference for a preliminary ruling: Commissione tributaria regionale di Genova - Italy,First paragraph of Article 104(3) of the Rules of Procedure - Community Customs Code - Inward processing - Association Agreement - Prior export of rice to a non-member country bound by a preferential customs agreement - Article 216 of the Customs Code,Case C-505/06,ECLI identifier: ECLI:EU:C:2007:768,14/12/2006,7/12/2007,Italy,LCM
62008CO0081,Lindh,Mengozzi,Order of the Court (Seventh Chamber) of 13 November 2008,Seventh Chamber,  Miguel Cabrera Sánchez v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-81/08 P,ECLI identifier: ECLI:EU:C:2008:626,19/02/2008,13/11/2008,Spain,PROP
62008CO0517,Lindh,Trstenjak,Order of the Court (Second Chamber) of 15 April 2010,Second Chamber,  Makhteshim-Agan Holding BV and Others v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-517/08 P,ECLI identifier: ECLI:EU:C:2010:190,19/11/2008,15/04/2010,Greece; Germany; Netherlands; Spain,RAPL
62010CO0151,Lindh,Cruz Villalón,Order of the Court (Sixth Chamber) of 7 April 2011,Sixth Chamber,Dai Cugini NV v Rijksdienst voor Sociale Zekerheid,Reference for a preliminary ruling: Arbeidshof te Antwerpen - Belgium,First subparagraph of Article 104(3) of the Rules of Procedure - Directive 97/811/EC - Equal treatment of part-time and full-time workers - Discrimination - Administrative obstacle likely to limit the opportunities for part-time work - Mandatory publication and retention of contracts and work-schedules,Case C-151/10,ECLI identifier: ECLI:EU:C:2011:223,31/03/2010,7/4/2011,Belgium,SOPO
62007CO0128,Lindh,Ruiz-Jarabo Colomer,Order of the Court (Seventh Chamber) of 16 January 2008,Seventh Chamber,  Angelo Molinari (C-128/07); Giovanni Galeota (C-129/07); Salvatore Barbagallo (C-130/07) and Michele Ciampi (C-131/07) v Agenzia delle Entrate - Ufficio di Latina,  Reference for a preliminary ruling: Commissione tributaria provinciale di Latina - Italy,  Directive 76/207/EEC - Equal treatment for men and women - Redundancy payment - Tax advantage granted at a different age according to the worker’s gender,  Joined cases C-128/07 to C-131/07,ECLI identifier: ECLI:EU:C:2008:15,5/3/2007,16/01/2008,Italy,SOPO
62016CO0446,Lycourgos,Tanchev,Order of the Court (Ninth Chamber) of 7 February 2017,Ninth Chamber,Kohrener Landmolkerei GmbH and DHG Deutsche Heumilchgesellschaft mbH v European Commission,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-446/16 P,ECLI identifier: ECLI:EU:C:2017:110,9/8/2016,7/2/2017,Germany,AGRI
62014CO0519,Lycourgos,Kokott,Order of the Court (Seventh Chamber) of 6 October 2015,Seventh Chamber,Schutzgemeinschaft Milch und Milcherzeugnisse e,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-519/14 P,ECLI identifier: ECLI:EU:C:2015:702,14/11/2014,6/10/2015,Germany,AGRI
62014CO0517,Lycourgos,Kokott,Order of the Court (Seventh Chamber) of 6 October 2015,Seventh Chamber,Schutzgemeinschaft Milch und Milcherzeugnisse e,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-517/14 P,ECLI identifier: ECLI:EU:C:2015:700,14/11/2014,6/10/2015,Germany,AGRI
62014CO0615,Lycourgos,Bot,Order of the Court (Seventh Chamber) of 17 September 2015,Seventh Chamber,AQ v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-615/14 P,ECLI identifier: ECLI:EU:C:2015:633,29/12/2014,17/09/2015,Poland,DFON
62016CO0010,Lycourgos,Bot,Order of the Court (Ninth Chamber) of 26 October 2016,Ninth Chamber,Ignazio Messina & C, SpA v Ministero delle Infrastrutture e dei Trasporti - Capitaneria di porto di Genova and Others,References for a preliminary ruling from the Commissione tributaria provinciale di Genova,Joined Cases C-10/16 to C-12/16,ECLI identifier: ECLI:EU:C:2016:832,7/1/2016,26/10/2016,Italy,ETAB
62012CO0015,Lycourgos,Campos Sánchez-Bordona,Order of the Court (Ninth Chamber) of 19 February 2016,Ninth Chamber,Council of the European Union v Dashiqiao Sanqiang Refractory Materials Co, Ltd,Taxation of costs,Case C-15/12 P-DEP,ECLI identifier: ECLI:EU:C:2016:113,7/9/2015,19/02/2016,,EXT
62016CO0509,Lycourgos,Wathelet,Order of the Court (Ninth Chamber) of 8 December 2016,Ninth Chamber,Francisco Javier Rosa Rodriguez v Consejería de Educación de la Junta de Andalucía,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-509/16 P,ECLI identifier: ECLI:EU:C:2016:942,21/09/2016,8/12/2016,Spain,INST
62014CO0615,Lycourgos,Bot,Order of the Court (Seventh Chamber) of 17 September 2015,Seventh Chamber,AQ v European Parliament,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-615/14 P,ECLI identifier: ECLI:EU:C:2015:633,29/12/2014,17/09/2015,Poland,INST
62014CO0405,Lycourgos,Wahl,Order of the Court (Seventh Chamber) of 11 June 2015,Seventh Chamber,  PST CLC; a,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-405/14,ECLI identifier: ECLI:EU:C:2015:402,25/08/2014,11/6/2015,Czech Republic,LCM
62015CO0590,Lycourgos,Campos Sánchez-Bordona,Order of the Court (Ninth Chamber) of 10 November 2016,Ninth Chamber,Alain Laurent Brouillard v Court of Justice of the European Union,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-590/15 P,ECLI identifier: ECLI:EU:C:2016:872,13/11/2015,10/11/2016,Belgium,MARC
62012CO0015,Lycourgos,Campos Sánchez-Bordona,Order of the Court (Ninth Chamber) of 19 February 2016,Ninth Chamber,Council of the European Union v Dashiqiao Sanqiang Refractory Materials Co, Ltd,Taxation of costs,Case C-15/12 P-DEP,ECLI identifier: ECLI:EU:C:2016:113,7/9/2015,19/02/2016,,PROC
62013CO0141,Lycourgos,Bot,Order of the Court (Seventh Chamber) of 26 February 2015,Seventh Chamber,  Wedl & Hofmann GmbH v Reber Holding GmbH & Co, KG,  Taxation of costs,  Case C-141/13 P-DEP,ECLI identifier: ECLI:EU:C:2015:133,3/10/2014,26/02/2015,Austria; Germany,PROC
62017CO0538,Lycourgos,Wathelet,Order of the Court (Ninth Chamber) of 30 January 2018,Ninth Chamber,Thomas Murphy v European Union Intellectual Property Office,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-538/17 P,ECLI identifier: ECLI:EU:C:2018:47,13/09/2017,30/01/2018,Ireland,PROP
62015CO0399,Lycourgos,Wahl,Order of the Court (Ninth Chamber) of 12 July 2016,Ninth Chamber,Vichy Catalán; SA v European Union Intellectual Property Office (EUIPO),Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-399/15 P,ECLI identifier: ECLI:EU:C:2016:546,23/07/2015,12/7/2016,Spain,PROP
62015CO0295,Lycourgos,Bot,Order of the Court (Ninth Chamber) of 22 June 2016,Ninth Chamber,Matratzen Concord GmbH v European Union Intellectual Property Office,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-295/15 P,ECLI identifier: ECLI:EU:C:2016:554,12/6/2015,22/06/2016,Germany,PROP
62015CO0500(01),Lycourgos,Wathelet,Order of the Court (Ninth Chamber) of 12 May 2016,Ninth Chamber,TVR Italia Srl v European Union Intellectual Property Office,Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-500/15 P,ECLI identifier: ECLI:EU:C:2016:345,21/09/2015,12/5/2016,Italy,PROP
62015CO0636,Lycourgos,Wathelet,Order of the Court (Ninth Chamber) of 11 May 2016,Ninth Chamber,  August Storck KG v European Union Intellectual Property Office,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-636/15 P,ECLI identifier: ECLI:EU:C:2016:342,30/11/2015,11/5/2016,Germany,PROP
62015CO0346,Lycourgos,Wathelet,Order of the Court (Ninth Chamber) of 25 February 2016,Ninth Chamber,Steinbeck GmbH v Office for Harmonisation in the Internal Market (Trade Marks and Designs),Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-346/15 P,ECLI identifier: ECLI:EU:C:2016:125,9/7/2015,25/02/2016,Germany,PROP
62015CO0500,Lycourgos,Wathelet,Order of the Court (Ninth Chamber) of 14 January 2016,Ninth Chamber,TVR Italia Srl v Office for Harmonisation in the Internal Market (Trade Marks and Designs) (OHIM),Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-500/15 P,ECLI identifier: ECLI:EU:C:2016:18,21/09/2015,14/01/2016,Italy,PROP
62015CO0181,Lycourgos,Sharpston,Order of the Court (Seventh Chamber) of 6 October 2015,Seventh Chamber,Marpefa; SL v Office for Harmonisation in the Internal Market (Trade Marks and Designs),Check EUR-LEX webpage,Check EUR-LEX webpage,Case C-181/15 P,ECLI identifier: ECLI:EU:C:2015:678,16/04/2015,6/10/2015,Spain,PROP
