source,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,ruling_type,ruling_content
61989CJ0369,  Case C-369/89,EU:C:1991:256,Judgement,Sir Gordon Slynn,Tesauro,Belgium,Belgium-Fifth Chamber,Fifth Chamber,3,1989-12-08,1991-06-18,1991,6,1989.0,12.0,557 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 18 June 1991. , Piageme and others v BVBA Peeters. , Reference for a preliminary ruling: Rechtbank van Koophandel Leuven - Belgium. , Interpretation of Article 30 of the EEC Treaty and Article 14 of Directaive 79/112/EEC - Labelling and presentation of foodstuffs for sale to the consumer - Labelling in the language of the linguistic region in which the product is offered for sale. 
61989CJ0241,  Case C-241/89,EU:C:1990:459,Judgement,O'Higgins,Tesauro,France,France-Sixth Chamber,Sixth Chamber,3,1989-08-01,1990-12-12,1990,12,1989.0,8.0,498 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 12 December 1990. , SARPP - Société d'application et de recherches en pharmacologie et phytotherapie SARL v Chambre syndicale des raffineurs et conditionneurs de sucre de France and others. , Reference for a preliminary ruling: Tribunal de grande instance de Paris - France. , Artificial sweeteners - Labelling - Advertising. 
61987CJ0382,  Case 382/87,EU:C:1989:198,Judgement,Joliet,Tesauro,France,France-Fifth Chamber,Fifth Chamber,2,1987-12-23,1989-05-16,1989,5,1987.0,12.0,510 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 16 May 1989. , R. Buet and Educational Business Services (EBS) v Ministère public. , Reference for a preliminary ruling: Cour d'appel de Paris - France. , Ban on canvassing - Free movement of goods. 
61996CJ0364,  Case C-364/96,EU:C:1998:226,Judgement,Gulmann,Tesauro,Austria,Austria-Fifth Chamber,Fifth Chamber,2,1996-11-14,1998-05-14,1998,5,1996.0,11.0,546 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 14 May 1998. , Verein für Konsumenteninformation v Österreichische Kreditversicherungs AG. , Reference for a preliminary ruling: Bezirksgericht für Handelssachen Wien - Austria. , Directive 90/314/EEC on package travel; package holidays and package tours - Extent of protection against the risk of the organiser's insolvency. 
61995CJ0300,  Case C-300/95,EU:C:1997:255,Judgement,Wathelet,Tesauro,United Kingdom,United Kingdom-Fifth Chamber,Fifth Chamber,2,1995-09-20,1997-05-29,1997,5,1995.0,9.0,617 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 29 May 1997. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,not_specified, Failure of a Member State to fulfil obligations - Article 7(e) of Directive 85/374/EEC - Incorrect implementation - Defense precluding liability for defective products - State of scientific and technical knowledge. 
61994CJ0178,  Joined cases C-178/94; C-179/94; C-188/94; C-189/94 and C-190/94,EU:C:1996:375,Judgement,Gulmann,Tesauro,Germany,Germany-not_specified,not_specified,2,1994-06-28,1996-10-08,1996,10,1994.0,6.0,833 days 00:00:00.000000000,1,1,Judgment of the Court of 8 October 1996. , Erich Dillenkofer; Christian Erdmann; Hans-Jürgen Schulte; Anke Heuer; Werner; Ursula and Trosten Knor v Bundesrepublik Deutschland. , Reference for a preliminary ruling: Landgericht Bonn - Germany. , Directive 90/314/EEC on package travel; package holidays and package tours - Non-transposition - Liability of the Member State and its obligation to make reparation. 
61991CJ0293,  Case C-293/91,EU:C:1993:4,Judgement,DÃ­ez de Velasco,Tesauro,France,France-not_specified,not_specified,2,1991-11-21,1993-01-13,1993,1,1991.0,11.0,419 days 00:00:00.000000000,1,0,Judgment of the Court of 13 January 1993. , Commission of the European Communities v French Republic. ,not_specified, Failure to fulfil obligations - Failure to transpose a directive. 
61990CJ0373,  Case C-373/90,EU:C:1992:17,Judgement,RodrÃ­guez Iglesias,Tesauro,France,France-Fifth Chamber,Fifth Chamber,2,1990-12-17,1992-01-16,1992,1,1990.0,12.0,395 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 16 January 1992. , Criminal proceedings against X. , Reference for a preliminary ruling: Tribunal de grande instance de Bergerac - France. , Motor vehicles - Misleading advertising. 
62001CJ0216,  Case C-216/01,EU:C:2003:618,Judgement,Timmermans,Tizzano,Austria,Austria-not_specified,not_specified,4,2001-05-25,2003-11-18,2003,11,2001.0,5.0,907 days 00:00:00.000000000,1,0,Judgment of the Court of 18 November 2003. , Budéjovický Budvar; národní podnik v Rudolf Ammersin GmbH. , Reference for a preliminary ruling: Handelsgericht Wien - Austria. , Protection of geographical indications and designations of origin - Bilateral convention between a Member State and a non-member country protecting indications of geographical source from that non-member country - Articles 28 EC and 30 EC - Regulation (EEC) No 2081/92 - Article 307 EC - Succession of States in respect of treaties. 
62001CJ0316,  Case C-316/01,EU:C:2003:343,Judgement,Edward,Tizzano,Austria,Austria-Fifth Chamber,Fifth Chamber,3,2001-08-13,2003-06-12,2003,6,2001.0,8.0,668 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 12 June 2003. , Eva Glawischnig v Bundesminister für soziale Sicherheit und Generationen. , Reference for a preliminary ruling: Unabhängiger Verwaltungssenat Wien - Austria. , Freedom of access to information - Information relating to the environment - Directive 90/313/EEC - Breaches of the rules on labelling of foodstuffs produced from genetically modified organisms. 
62005CJ0168,  Case C-168/05,EU:C:2006:675,Judgement,Cunha Rodrigues,Tizzano,Spain,Spain-First Chamber,First Chamber,2,2005-04-14,2006-10-26,2006,10,2005.0,4.0,560 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 26 October 2006.,Elisa María Mostaza Claro v Centro Móvil Milenium SL.,Reference for a preliminary ruling: Audiencia Provincial de Madrid - Spain.,Directive 93/13/EEC - Unfair terms in consumer contracts - Failure to raise the unfair nature of a term during arbitration proceedings - Possibility of raising that objection in the context of an action brought against the arbitration award.
62004CJ0356,  Case C-356/04,EU:C:2006:585,Judgement,Schiemann,Tizzano,Belgium,Belgium-Grand Chamber,Grand Chamber,2,2004-08-18,2006-09-19,2006,9,2004.0,8.0,762 days 00:00:00.000000000,1,0,Judgment of the Court (Grand Chamber) of 19 September 2006. , Lidl Belgium GmbH &amp; Co. KG v Etablissementen Franz Colruyt NV. , Reference for a preliminary ruling: Rechtbank van koophandel te Brussel - Belgium. , Directives 84/450/EEC and 97/55/EC - Misleading advertising - Comparative advertising - Conditions under which comparative advertising is permitted - Comparison of the general level of the prices charged by chains of stores - Comparison of the prices of a selection of products. 
62005CJ0059,  Case C-59/05,EU:C:2006:147,Judgement,Cunha Rodrigues,Tizzano,Germany,Germany-First Chamber,First Chamber,2,2005-02-10,2006-02-23,2006,2,2005.0,2.0,378 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 23 February 2006. , Siemens AG v VIPA Gesellschaft für Visualisierung und Prozeßautomatisierung mbH. , Reference for a preliminary ruling: Bundesgerichtshof - Germany. , Approximation of laws - Directives 84/450/CEE and 97/55/CE - Comparative advertising -Taking unfair advantage of the reputation of a distinguishing mark of a competitor. 
62002CJ0264,  Case C-264/02,EU:C:2004:127,Judgement,Jann,Tizzano,France,France-Fifth Chamber,Fifth Chamber,2,2002-07-18,2004-03-04,2004,3,2002.0,7.0,595 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 4 March 2004. , Cofinoga Mérignac SA v Sylvain Sachithanathan. , Reference for a preliminary ruling: Tribunal d'instance de Vienne - France. , Directives 87/102/EEC and 90/88/EEC - Consumer credit - Consumer information - Annual percentage rate of charge - Variable interest rate - Renewal of an agreement. 
62001CJ0044,  Case C-44/01,EU:C:2003:205,Judgement,Cunha Rodrigues,Tizzano,Austria,Austria-not_specified,not_specified,2,2001-02-02,2003-04-08,2003,4,2001.0,2.0,795 days 00:00:00.000000000,1,0,Judgment of the Court of 8 April 2003. , Pippig Augenoptik GmbH &amp; Co. KG v Hartlauer Handelsgesellschaft mbH and Verlassenschaft nach dem verstorbenen Franz Josef Hartlauer. , Reference for a preliminary ruling: Oberster Gerichtshof - Austria. , Approximation of laws - Directives 84/450/EEC and 97/55/EC - Misleading advertising - Conditions for comparative advertising to be lawful. 
62001CJ0229,  Case C-229/01,EU:C:2003:153,Judgement,von Bahr,Tizzano,Austria,Austria-Fifth Chamber,Fifth Chamber,2,2001-06-11,2003-03-13,2003,3,2001.0,6.0,640 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 13 March 2003. , Susanne Müller. , Reference for a preliminary ruling: Unabhängiger Verwaltungssenat im Land Niederösterreich - Austria. , Directive 2000/13/EC - Labelling and presentation of foodstuffs - Date of minimum durability - Article 18. 
62000CJ0473,  Case C-473/00,EU:C:2002:705,Judgement,Jann,Tizzano,France,France-Fifth Chamber,Fifth Chamber,2,2000-12-27,2002-11-21,2002,11,2000.0,12.0,694 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 21 November 2002. , Cofidis SA v Jean-Louis Fredout. , Reference for a preliminary ruling: Tribunal d'instance de Vienne - France. , Directive 93/13/EEC - Unfair terms in consumer contracts - Action brought by a seller or supplier - National provision prohibiting the national court from finding a term unfair; of its own motion or following a plea raised by the consumer; after the expiry of a limitation period. 
62000CJ0400,  Case C-400/00,EU:C:2002:272,Judgement,Gulmann,Tizzano,Portugal,Portugal-Third Chamber,Third Chamber,2,2000-11-03,2002-04-30,2002,4,2000.0,11.0,543 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 30 April 2002. , Club-Tour; Viagens e Turismo SA v Alberto Carlos Lobo Gonçalves Garrido; and Club Med Viagens Ldª. , Reference for a preliminary ruling: Tribunal Judicial da Comarca do Porto - Portugal. , Directive 90/314/EEC - Package travel; package holidays and package tours - Definition of 'package travel and 'pre-arranged'. 
62000CJ0168,  Case C-168/00,EU:C:2002:163,Judgement,Gulmann,Tizzano,Austria,Austria-Sixth Chamber,Sixth Chamber,2,2000-05-08,2002-03-12,2002,3,2000.0,5.0,673 days 00:00:00.000000000,1,0,Judgment of the Court (Sixth Chamber) of 12 March 2002. , Simone Leitner v TUI Deutschland GmbH &amp; Co. KG. , Reference for a preliminary ruling: Landesgericht Linz - Austria. , Directive 90/314/EEC - Package travel; package holidays and package tours - Compensation for non-material damage. 
61999CJ0144,  Case C-144/99,EU:C:2001:257,Judgement,Jann,Tizzano,Netherlands,Netherlands-Fifth Chamber,Fifth Chamber,2,1999-04-21,2001-05-10,2001,5,1999.0,4.0,750 days 00:00:00.000000000,1,0,Judgment of the Court (Fifth Chamber) of 10 May 2001. , Commission of the European Communities v Kingdom of the Netherlands. ,not_specified, Failure by a Member State to fulfil its obligations - Directive 93/13/EEC - Unfair terms in consumer contracts - Incomplete transposition of the directive into national law. 
62010CJ0327,Case C-327/10,EU:C:2011:745,Judgement,Safjan,Trstenjak,Czech Republic,Czech Republic-First Chamber,First Chamber,3,2010-07-05,2011-11-17,2011,11,2010.0,7.0,500 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber) of 17 November 2011.,Hypoteční banka a.s. v Udo Mike Lindner.,Reference for a preliminary ruling: Okresní soud v Chebu - Czech Republic.,Jurisdiction and the enforcement of judgments in civil and commercial matters - Mortgage loan contract concluded by a consumer who is a national of one Member State with a bank established in another Member State - Legislation of a Member State making it possible; in the case where the exact domicile of the consumer is unknown; to bring an action against the latter before a court of that State.
62011CJ0092,Case Câ92/11,EU:C:2013:180,Judgement,Safjan,Trstenjak,Germany,Germany-First Chamber,First Chamber,5,2011-02-28,2013-03-21,2013,3,2011.0,2.0,752 days 00:00:00.000000000,1,0,Judgment of the Court (First Chamber); 21 March 2013.,RWE Vertrieb AG v Verbraucherzentrale Nordrhein-Westfalen eV.,Request for a preliminary ruling from the Bundesgerichtshof.,Directive 2003/55/EC — Internal market in natural gas — Directive 93/13/EEC — Articles 1(2) and 3 to 5 — Contracts between suppliers and consumers — General conditions — Unfair terms — Unilateral alteration by the supplier of the price of the service — Reference to mandatory legislation designed for another category of consumers — Applicability of Directive 93/13 — Obligation of use of plain and intelligible language and transparency.
62009CJ0543,  Case C-543/09,EU:C:2011:279,Judgement,Lenaerts,Trstenjak,Germany,Germany-Third Chamber,Third Chamber,6,2009-12-22,2011-05-05,2011,5,2009.0,12.0,499 days 00:00:00.000000000,1,0,Judgment of the Court (Third Chamber) of 5 May 2011. , Deutsche Telekom AG v Bundesrepublik Deutschland. , Reference for a preliminary ruling: Bundesverwaltungsgericht - Germany. , Electronic communications - Directive 2002/22/EC - Article 25(2) - Directive 2002/58/EC - Article 12 - Provision of directory enquiry services and directories - Obligation placed on an undertaking assigning telephone numbers to pass to other undertakings data in its possession relating to the subscribers of third-party undertakings. 
